route_id,bus_number,scheduled_arrival,actual_arrival,delay_minutes,distance_km,weekday,weather,region
R044,DL9907,14:32,14:43,12.0,25.6,Sunday,Sunny,Rajouri Garden
R043,DL9978,13:21,13:16,-5.0,15.1,Tuesday,Cloudy,Rohini
R039,DL5226,15:06,15:08,2.6,19.9,Tuesday,Sunny,Saket
R012,DL5808,17:09,17:18,9.3,25.5,Wednesday,Sunny,Dwarka
R031,DL1058,13:57,13:55,-1.9,30.0,Sunday,Rainy,Karol Bagh
R025,DL1151,08:47,08:43,-3.4,21.6,Tuesday,Sunny,Karol Bagh
R020,DL3082,09:59,10:04,5.1,29.1,Tuesday,Sunny,Saket
R042,DL8203,07:07,07:20,13.6,24.9,Thursday,Sunny,Saket
R037,DL5098,08:07,08:06,-0.1,8.4,Friday,Sunny,Connaught Place
R006,DL8373,06:28,06:24,-3.5,7.5,Friday,Sunny,Rajouri Garden
R022,DL8201,12:34,12:34,0.5,11.8,Monday,Sunny,Noida Sector 18
R029,DL5326,12:36,12:52,16.7,7.2,Sunday,Sunny,Dwarka
R039,DL3339,09:21,09:26,5.3,13.6,Thursday,Sunny,Saket
R008,DL9636,15:07,15:13,6.0,15.4,Monday,Sunny,Connaught Place
R001,DL2508,11:15,11:16,1.6,9.2,Saturday,Cloudy,Karol Bagh
R006,DL5047,09:47,09:50,3.3,6.4,Thursday,Cloudy,Lajpat Nagar
R042,DL3487,13:50,14:02,12.3,8.0,Friday,Cloudy,Rohini
R016,DL3295,12:33,12:39,6.4,17.4,Saturday,Rainy,Rohini
R021,DL1098,07:37,07:59,22.8,26.1,Saturday,Cloudy,Karol Bagh
R019,DL4796,16:38,16:38,0.4,23.3,Sunday,Rainy,Dwarka
R039,DL6453,08:54,09:12,18.6,9.3,Saturday,Sunny,Rohini
R009,DL2815,08:44,08:39,-5.0,6.8,Thursday,Sunny,Lajpat Nagar
R039,DL8590,14:56,15:02,6.4,14.0,Wednesday,Sunny,Rajouri Garden
R027,DL2019,10:53,10:58,5.1,16.9,Wednesday,Rainy,Rajouri Garden
R006,DL8764,13:23,13:41,18.7,25.4,Thursday,Sunny,Noida Sector 18
R022,DL6483,10:54,10:55,1.8,19.9,Tuesday,Sunny,Rajouri Garden
R042,DL5425,07:15,07:37,22.3,27.2,Sunday,Sunny,Rohini
R024,DL5539,16:22,16:17,-5.0,20.8,Thursday,Rainy,Dwarka
R043,DL9855,12:16,12:13,-2.3,15.4,Monday,Sunny,Connaught Place
R049,DL5071,13:06,13:04,-1.7,23.4,Friday,Cloudy,Noida Sector 18
R003,DL5351,16:21,16:16,-5.0,13.0,Saturday,Cloudy,Dwarka
R007,DL5787,09:38,09:43,5.2,29.0,Sunday,Cloudy,Rajouri Garden
R005,DL2221,10:57,10:59,2.3,26.3,Saturday,Cloudy,Connaught Place
R033,DL1335,11:46,12:01,15.4,24.1,Tuesday,Cloudy,Rajouri Garden
R011,DL5583,07:15,07:10,-5.0,8.6,Wednesday,Sunny,Lajpat Nagar
R027,DL7536,18:00,18:27,27.7,18.0,Wednesday,Sunny,Lajpat Nagar
R042,DL1347,15:27,15:48,21.5,5.2,Saturday,Sunny,Dwarka
R042,DL6863,07:54,07:53,-0.9,16.1,Thursday,Rainy,Noida Sector 18
R036,DL6017,08:57,09:08,11.7,23.3,Wednesday,Sunny,Dwarka
R029,DL7729,10:40,10:39,-0.7,19.7,Tuesday,Rainy,Saket
R016,DL8560,11:37,11:48,11.4,10.3,Tuesday,Sunny,Karol Bagh
R007,DL5760,15:32,15:27,-5.0,25.7,Sunday,Cloudy,Noida Sector 18
R039,DL2373,11:50,12:01,11.0,15.4,Tuesday,Foggy,Rajouri Garden
R025,DL7460,15:38,15:39,1.0,21.7,Friday,Sunny,Karol Bagh
R004,DL7641,13:32,13:27,-5.0,16.2,Friday,Sunny,Noida Sector 18
R041,DL7028,14:10,14:14,4.4,20.7,Monday,Sunny,Rajouri Garden
R039,DL6764,10:35,10:39,4.9,14.0,Friday,Rainy,Saket
R037,DL7060,16:07,16:13,6.8,17.1,Sunday,Cloudy,Rohini
R044,DL9942,07:54,08:16,22.5,19.1,Thursday,Sunny,Noida Sector 18
R047,DL4674,11:24,11:25,1.1,19.7,Wednesday,Sunny,Saket
R024,DL3857,16:54,16:57,3.4,17.3,Saturday,Rainy,Connaught Place
R033,DL7279,15:20,15:15,-5.0,11.1,Thursday,Rainy,Karol Bagh
R022,DL6889,14:58,15:06,8.7,27.9,Saturday,Rainy,Saket
R035,DL9950,14:38,14:41,3.7,18.3,Friday,Sunny,Rajouri Garden
R003,DL9304,14:21,14:16,-5.0,20.8,Monday,Rainy,Dwarka
R018,DL5248,07:38,07:44,6.2,14.4,Monday,Sunny,Dwarka
R047,DL1488,08:07,08:02,-4.1,7.5,Friday,Sunny,Noida Sector 18
R026,DL2684,14:34,15:00,26.1,24.4,Tuesday,Sunny,Lajpat Nagar
R004,DL7721,15:58,15:59,1.8,10.5,Monday,Sunny,Noida Sector 18
R005,DL3092,14:09,14:04,-5.0,28.2,Sunday,Sunny,Rajouri Garden
R043,DL3677,12:18,12:28,10.6,22.8,Thursday,Sunny,Noida Sector 18
R007,DL3744,09:53,09:48,-5.0,7.1,Thursday,Sunny,Connaught Place
R040,DL8371,14:21,14:16,-5.0,29.6,Saturday,Rainy,Dwarka
R018,DL7263,12:30,12:44,14.6,19.6,Friday,Sunny,Saket
R015,DL8897,10:16,10:11,-5.0,7.7,Monday,Cloudy,Karol Bagh
R037,DL1961,17:07,17:19,12.3,22.9,Sunday,Sunny,Saket
R003,DL5554,12:36,12:51,15.3,24.4,Wednesday,Cloudy,Karol Bagh
R043,DL3417,14:20,14:40,20.6,27.3,Wednesday,Sunny,Rohini
R013,DL5152,11:31,11:26,-5.0,7.0,Monday,Rainy,Noida Sector 18
R019,DL3185,11:56,11:53,-2.9,29.7,Wednesday,Sunny,Saket
R037,DL7891,14:30,14:43,14.0,14.7,Monday,Sunny,Connaught Place
R004,DL6394,06:39,06:55,16.3,10.3,Saturday,Cloudy,Saket
R018,DL6840,14:07,14:05,-1.5,11.0,Sunday,Rainy,Karol Bagh
R023,DL8303,16:15,16:10,-5.0,10.9,Thursday,Rainy,Karol Bagh
R040,DL4143,13:31,13:26,-5.0,5.5,Friday,Cloudy,Dwarka
R018,DL7830,14:38,14:33,-5.0,5.2,Friday,Cloudy,Rajouri Garden
R018,DL7058,14:57,14:59,2.1,22.0,Sunday,Cloudy,Rohini
R003,DL7339,06:56,07:03,7.7,9.0,Sunday,Rainy,Noida Sector 18
R026,DL7860,11:09,11:09,0.2,24.8,Monday,Sunny,Saket
R028,DL5583,15:55,16:01,6.2,20.6,Friday,Sunny,Rajouri Garden
R039,DL8071,10:40,10:57,17.9,12.7,Saturday,Cloudy,Noida Sector 18
R007,DL3113,11:44,11:42,-1.3,25.3,Friday,Rainy,Connaught Place
R022,DL2604,14:17,14:20,3.8,15.0,Sunday,Sunny,Connaught Place
R033,DL5094,17:48,17:58,10.9,24.3,Tuesday,Rainy,Dwarka
R010,DL7448,07:12,07:21,9.9,17.1,Monday,Cloudy,Lajpat Nagar
R021,DL7939,10:19,10:29,10.5,10.0,Monday,Sunny,Karol Bagh
R004,DL6341,16:18,16:18,0.4,25.1,Tuesday,Rainy,Connaught Place
R050,DL8510,12:16,12:28,12.7,28.8,Saturday,Cloudy,Saket
R030,DL3571,15:48,15:54,6.3,6.2,Tuesday,Rainy,Dwarka
R009,DL6734,15:44,15:39,-5.0,19.4,Sunday,Rainy,Lajpat Nagar
R017,DL7658,16:07,16:12,5.4,21.1,Tuesday,Cloudy,Rajouri Garden
R049,DL2859,07:45,07:47,2.3,28.3,Thursday,Cloudy,Rajouri Garden
R046,DL1811,10:36,10:31,-5.0,21.6,Tuesday,Sunny,Rohini
R004,DL8457,08:40,09:06,26.1,17.5,Saturday,Sunny,Noida Sector 18
R048,DL4150,07:37,07:42,5.3,6.8,Thursday,Rainy,Saket
R042,DL9027,17:04,17:28,25.0,24.1,Wednesday,Rainy,Rohini
R010,DL9263,14:21,14:30,9.1,17.1,Wednesday,Foggy,Noida Sector 18
R049,DL6615,11:50,11:45,-4.6,9.3,Saturday,Sunny,Rohini
R017,DL2005,06:18,06:13,-5.0,26.8,Friday,Sunny,Lajpat Nagar
R024,DL9694,15:24,15:32,8.6,29.1,Friday,Cloudy,Noida Sector 18
R004,DL1316,10:37,10:43,6.9,18.0,Friday,Cloudy,Connaught Place
R048,DL5314,06:40,06:38,-1.5,11.3,Saturday,Cloudy,Lajpat Nagar
R032,DL4493,13:24,13:19,-5.0,25.1,Wednesday,Cloudy,Dwarka
R001,DL4776,17:30,17:36,6.3,23.8,Wednesday,Sunny,Connaught Place
R023,DL7722,06:22,06:46,25.0,8.3,Wednesday,Cloudy,Lajpat Nagar
R002,DL6819,08:49,09:14,25.3,7.2,Thursday,Sunny,Connaught Place
R001,DL9277,06:41,06:51,10.8,15.4,Monday,Foggy,Connaught Place
R041,DL7245,08:36,08:37,1.3,8.2,Tuesday,Sunny,Noida Sector 18
R049,DL9164,14:32,14:39,7.5,23.0,Monday,Sunny,Karol Bagh
R036,DL4852,17:23,17:19,-3.1,13.9,Monday,Sunny,Rajouri Garden
R033,DL1380,06:27,06:38,11.6,24.7,Saturday,Sunny,Lajpat Nagar
R036,DL2731,12:41,12:36,-5.0,10.9,Sunday,Cloudy,Noida Sector 18
R008,DL4217,12:41,12:48,7.6,22.8,Wednesday,Sunny,Rajouri Garden
R008,DL6441,07:35,07:50,15.2,8.2,Tuesday,Rainy,Connaught Place
R037,DL2640,10:31,10:40,10.0,15.7,Friday,Sunny,Connaught Place
R005,DL8136,06:20,06:16,-3.4,24.0,Monday,Rainy,Rajouri Garden
R019,DL4360,15:59,16:17,18.6,7.6,Monday,Cloudy,Connaught Place
R014,DL7458,11:59,12:04,5.3,28.4,Wednesday,Rainy,Karol Bagh
R024,DL8747,14:44,14:49,5.5,17.8,Saturday,Foggy,Rajouri Garden
R009,DL8871,14:58,15:09,11.4,14.9,Saturday,Sunny,Noida Sector 18
R033,DL7633,07:43,07:38,-5.0,26.2,Tuesday,Sunny,Rohini
R023,DL8275,09:16,09:12,-3.2,17.3,Saturday,Sunny,Noida Sector 18
R008,DL4197,10:07,10:08,1.6,26.2,Saturday,Rainy,Dwarka
R044,DL5872,15:38,15:54,16.7,13.3,Tuesday,Sunny,Karol Bagh
R023,DL8112,08:03,07:58,-5.0,17.3,Friday,Rainy,Rohini
R006,DL4569,17:48,17:57,9.2,24.8,Thursday,Sunny,Saket
R019,DL3061,06:24,06:21,-2.3,17.2,Monday,Sunny,Rohini
R038,DL9886,09:45,09:46,1.9,11.0,Saturday,Cloudy,Rajouri Garden
R003,DL5365,14:22,14:18,-3.8,28.7,Friday,Rainy,Connaught Place
R003,DL4503,17:15,17:14,-0.2,16.5,Wednesday,Rainy,Saket
R045,DL9648,16:00,16:04,4.5,12.7,Tuesday,Rainy,Rohini
R014,DL2809,08:53,08:56,3.6,18.6,Sunday,Cloudy,Noida Sector 18
R011,DL7087,11:29,11:26,-2.5,18.8,Sunday,Cloudy,Noida Sector 18
R040,DL5739,12:54,12:49,-5.0,29.1,Monday,Sunny,Noida Sector 18
R025,DL8418,07:39,07:35,-3.6,14.4,Wednesday,Sunny,Lajpat Nagar
R002,DL1500,06:03,05:59,-3.1,16.4,Sunday,Sunny,Saket
R031,DL9455,06:47,06:58,11.6,24.0,Wednesday,Sunny,Karol Bagh
R002,DL5453,08:08,08:03,-4.3,5.5,Sunday,Sunny,Dwarka
R022,DL5702,17:08,17:06,-1.8,15.5,Tuesday,Cloudy,Dwarka
R003,DL8055,12:29,12:45,16.6,19.1,Sunday,Sunny,Karol Bagh
R009,DL1640,10:53,10:54,1.4,10.1,Thursday,Sunny,Lajpat Nagar
R037,DL6702,14:04,14:13,9.1,26.9,Sunday,Sunny,Saket
R048,DL4911,14:17,14:12,-4.4,13.8,Friday,Sunny,Noida Sector 18
R042,DL4055,15:00,15:16,16.6,27.6,Sunday,Sunny,Dwarka
R018,DL8624,06:45,06:49,4.7,8.2,Monday,Rainy,Rohini
R046,DL5047,10:27,10:22,-5.0,7.0,Monday,Cloudy,Saket
R018,DL6667,15:30,15:41,11.8,9.9,Tuesday,Rainy,Connaught Place
R041,DL9100,07:05,07:08,3.0,18.6,Sunday,Rainy,Karol Bagh
R003,DL5673,12:42,12:57,15.1,11.7,Wednesday,Cloudy,Rajouri Garden
R048,DL7081,13:26,13:43,17.8,29.7,Tuesday,Cloudy,Rajouri Garden
R012,DL9109,15:13,15:14,1.2,11.6,Tuesday,Rainy,Lajpat Nagar
R032,DL6247,10:45,10:51,6.5,7.8,Thursday,Sunny,Saket
R043,DL6082,09:53,09:58,5.5,5.1,Friday,Rainy,Rohini
R037,DL1594,14:23,14:42,19.9,12.5,Friday,Cloudy,Connaught Place
R007,DL4909,10:39,10:35,-3.3,8.8,Monday,Sunny,Saket
R001,DL4947,08:55,08:50,-5.0,23.9,Monday,Sunny,Dwarka
R031,DL8468,10:59,11:02,3.0,18.5,Monday,Cloudy,Dwarka
R003,DL5519,11:23,11:19,-3.8,28.3,Friday,Sunny,Saket
R017,DL1699,08:26,08:29,3.4,20.9,Friday,Sunny,Rohini
R019,DL3517,12:45,13:04,19.0,14.0,Saturday,Sunny,Saket
R041,DL3006,17:28,17:35,8.0,7.7,Tuesday,Cloudy,Dwarka
R047,DL7365,17:47,17:55,8.9,9.2,Friday,Sunny,Connaught Place
R049,DL8718,15:19,15:47,28.4,17.8,Monday,Cloudy,Noida Sector 18
R041,DL7276,11:34,11:36,2.6,28.7,Monday,Cloudy,Noida Sector 18
R012,DL4971,15:37,15:35,-1.4,19.5,Saturday,Cloudy,Lajpat Nagar
R026,DL1334,10:23,10:28,5.6,6.6,Friday,Sunny,Saket
R039,DL4339,10:05,10:03,-1.8,9.7,Sunday,Foggy,Saket
R003,DL3938,14:17,14:26,9.2,25.9,Sunday,Rainy,Karol Bagh
R005,DL5225,10:52,10:47,-5.0,8.9,Tuesday,Rainy,Connaught Place
R012,DL5639,08:02,07:58,-3.3,14.3,Monday,Rainy,Noida Sector 18
R046,DL9389,10:27,10:22,-5.0,11.4,Friday,Rainy,Rohini
R042,DL1355,12:32,12:33,1.9,29.7,Wednesday,Sunny,Connaught Place
R035,DL1440,14:22,14:21,-0.3,6.4,Sunday,Sunny,Dwarka
R041,DL3893,08:53,08:59,6.5,25.9,Sunday,Rainy,Lajpat Nagar
R012,DL7010,13:52,14:22,30.9,17.8,Wednesday,Sunny,Lajpat Nagar
R001,DL4660,11:55,12:11,16.4,9.3,Saturday,Sunny,Connaught Place
R001,DL5502,14:31,14:44,13.7,9.9,Tuesday,Cloudy,Saket
R014,DL5047,15:55,15:50,-5.0,10.3,Saturday,Sunny,Noida Sector 18
R029,DL2607,06:45,06:55,10.8,7.9,Wednesday,Rainy,Dwarka
R048,DL5808,13:47,13:58,11.1,12.4,Sunday,Sunny,Rohini
R046,DL9430,08:50,08:59,9.5,8.4,Tuesday,Sunny,Rohini
R020,DL5838,08:45,08:42,-3.0,21.1,Friday,Rainy,Saket
R035,DL4167,15:53,15:59,6.7,24.6,Friday,Rainy,Lajpat Nagar
R019,DL5109,06:56,07:04,8.9,8.9,Friday,Sunny,Rohini
R037,DL3797,09:24,09:24,0.8,11.1,Friday,Sunny,Lajpat Nagar
R012,DL7015,09:05,09:14,10.0,6.8,Thursday,Cloudy,Dwarka
R050,DL5464,14:44,14:56,12.5,22.6,Thursday,Sunny,Rohini
R015,DL6946,09:09,09:12,3.3,21.3,Saturday,Rainy,Rohini
R030,DL6535,06:15,06:10,-5.0,7.3,Monday,Rainy,Karol Bagh
R030,DL2422,06:38,06:33,-5.0,6.3,Monday,Cloudy,Rajouri Garden
R046,DL8355,10:39,10:41,2.5,17.4,Sunday,Sunny,Rajouri Garden
R037,DL2362,12:45,12:40,-4.7,13.8,Monday,Cloudy,Rohini
R016,DL4201,09:58,09:58,0.7,24.3,Monday,Sunny,Dwarka
R032,DL6448,11:37,11:45,8.8,14.2,Tuesday,Sunny,Connaught Place
R034,DL4830,06:04,06:12,8.8,14.3,Wednesday,Sunny,Connaught Place
R014,DL3609,08:44,08:44,0.6,22.7,Thursday,Cloudy,Dwarka
R034,DL4123,15:55,15:51,-3.1,9.8,Thursday,Sunny,Dwarka
R010,DL8038,12:58,13:00,2.3,20.7,Saturday,Rainy,Dwarka
R002,DL2506,09:09,09:27,18.3,8.0,Friday,Sunny,Rohini
R036,DL7782,08:31,08:26,-5.0,27.8,Sunday,Sunny,Rohini
R030,DL5256,08:03,08:03,0.8,18.9,Monday,Cloudy,Saket
R011,DL5263,14:07,14:02,-5.0,26.1,Friday,Sunny,Saket
R037,DL7972,14:29,14:42,13.9,21.1,Wednesday,Sunny,Karol Bagh
R007,DL1668,12:52,13:00,8.7,27.3,Thursday,Rainy,Rajouri Garden
R036,DL9957,07:43,07:48,6.0,28.0,Monday,Sunny,Dwarka
R014,DL1719,12:59,12:55,-4.0,23.5,Wednesday,Sunny,Karol Bagh
R025,DL4671,13:58,13:53,-5.0,23.9,Monday,Cloudy,Noida Sector 18
R039,DL9168,11:17,11:25,8.6,24.9,Tuesday,Sunny,Lajpat Nagar
R047,DL1025,12:49,12:53,4.3,23.0,Sunday,Cloudy,Karol Bagh
R044,DL8289,06:18,06:14,-3.6,9.3,Saturday,Sunny,Saket
R012,DL8625,16:00,16:04,4.5,13.4,Monday,Sunny,Noida Sector 18
R004,DL5533,07:00,07:02,2.5,18.7,Thursday,Sunny,Lajpat Nagar
R009,DL6205,12:12,12:26,14.7,20.5,Saturday,Sunny,Rajouri Garden
R019,DL3216,13:34,13:43,9.7,10.4,Thursday,Cloudy,Saket
R042,DL8451,09:59,10:02,3.2,8.0,Saturday,Sunny,Rohini
R030,DL9219,17:35,17:41,6.9,29.4,Monday,Sunny,Dwarka
R027,DL8267,07:01,07:09,8.9,26.1,Saturday,Cloudy,Karol Bagh
R012,DL1499,09:20,09:25,5.0,7.4,Wednesday,Cloudy,Dwarka
R014,DL1988,07:20,07:15,-5.0,12.6,Thursday,Sunny,Rohini
R001,DL9018,08:24,08:41,17.8,28.2,Monday,Cloudy,Noida Sector 18
R006,DL2507,15:29,15:56,27.1,6.6,Sunday,Rainy,Rohini
R048,DL7246,09:58,10:14,17.0,21.3,Thursday,Cloudy,Lajpat Nagar
R050,DL9108,09:58,10:13,15.2,11.4,Tuesday,Cloudy,Karol Bagh
R007,DL7339,10:55,10:55,1.0,9.9,Wednesday,Cloudy,Lajpat Nagar
R042,DL5606,11:02,11:22,20.3,25.7,Tuesday,Sunny,Noida Sector 18
R030,DL7711,12:41,12:49,8.7,22.8,Sunday,Sunny,Noida Sector 18
R029,DL2899,16:29,16:44,15.6,10.2,Thursday,Cloudy,Karol Bagh
R016,DL2666,12:05,12:11,7.0,15.8,Saturday,Cloudy,Noida Sector 18
R027,DL2336,14:52,14:47,-5.0,29.2,Sunday,Sunny,Lajpat Nagar
R027,DL4039,10:59,11:02,3.5,14.7,Saturday,Sunny,Rohini
R026,DL3283,16:16,16:29,13.0,28.8,Sunday,Cloudy,Rajouri Garden
R007,DL1453,07:40,07:41,1.1,27.0,Monday,Rainy,Dwarka
R009,DL9299,07:30,07:37,7.2,13.8,Monday,Rainy,Karol Bagh
R047,DL3247,08:31,08:31,0.9,12.8,Tuesday,Cloudy,Lajpat Nagar
R024,DL7951,12:37,12:34,-2.3,24.6,Saturday,Cloudy,Karol Bagh
R020,DL6268,11:37,11:32,-5.0,24.4,Thursday,Sunny,Noida Sector 18
R027,DL2552,13:44,13:39,-5.0,14.6,Friday,Rainy,Rajouri Garden
R048,DL3260,12:41,12:36,-4.5,14.2,Monday,Rainy,Rohini
R005,DL6093,06:28,06:27,-0.1,18.1,Friday,Cloudy,Dwarka
R002,DL1442,16:08,16:24,16.4,18.1,Tuesday,Sunny,Lajpat Nagar
R030,DL6160,08:04,07:59,-4.3,21.8,Saturday,Sunny,Lajpat Nagar
R030,DL2043,15:41,15:36,-4.6,28.3,Thursday,Cloudy,Dwarka
R026,DL2549,16:45,17:08,23.6,23.1,Wednesday,Sunny,Connaught Place
R025,DL5860,07:13,07:27,14.7,5.7,Sunday,Sunny,Saket
R012,DL7178,07:42,08:17,35.1,20.5,Saturday,Cloudy,Connaught Place
R045,DL4600,14:56,15:07,11.3,14.0,Tuesday,Sunny,Noida Sector 18
R016,DL6203,06:23,06:19,-3.8,7.0,Monday,Rainy,Dwarka
R049,DL2791,08:50,08:45,-5.0,6.3,Saturday,Rainy,Noida Sector 18
R045,DL3093,15:16,15:24,8.1,5.9,Friday,Sunny,Saket
R015,DL4355,14:24,14:46,22.8,17.7,Thursday,Sunny,Rajouri Garden
R041,DL8157,16:31,16:28,-2.1,11.1,Tuesday,Sunny,Dwarka
R013,DL6022,07:41,07:51,10.2,9.7,Friday,Sunny,Noida Sector 18
R012,DL4670,11:23,11:18,-4.8,16.5,Thursday,Sunny,Connaught Place
R044,DL7393,09:06,09:02,-3.3,21.1,Wednesday,Rainy,Noida Sector 18
R020,DL8457,08:48,08:49,1.9,21.3,Monday,Rainy,Karol Bagh
R013,DL5975,12:44,13:01,17.3,6.8,Saturday,Rainy,Rajouri Garden
R001,DL2426,14:32,14:37,5.6,11.8,Wednesday,Rainy,Lajpat Nagar
R003,DL1269,09:55,10:02,7.8,22.7,Thursday,Cloudy,Connaught Place
R032,DL3209,11:08,11:07,-0.6,5.2,Thursday,Sunny,Rajouri Garden
R008,DL6030,13:05,13:10,5.2,19.2,Wednesday,Sunny,Dwarka
R038,DL1484,07:59,08:04,5.4,28.0,Thursday,Sunny,Lajpat Nagar
R020,DL6198,13:24,13:33,9.9,16.5,Wednesday,Cloudy,Connaught Place
R041,DL9455,16:46,16:46,0.3,28.6,Friday,Sunny,Rohini
R043,DL7797,15:11,15:17,6.9,16.6,Tuesday,Rainy,Rohini
R014,DL7288,12:35,12:30,-5.0,11.0,Wednesday,Cloudy,Rajouri Garden
R031,DL1476,11:49,11:44,-5.0,19.6,Monday,Sunny,Connaught Place
R031,DL3052,10:41,10:46,5.1,13.9,Tuesday,Sunny,Noida Sector 18
R020,DL2836,12:10,12:05,-5.0,25.8,Friday,Rainy,Rajouri Garden
R050,DL5133,14:59,15:09,10.1,21.6,Saturday,Cloudy,Dwarka
R008,DL5144,15:41,15:44,3.1,27.8,Tuesday,Foggy,Rajouri Garden
R003,DL8982,15:17,15:24,7.3,10.2,Tuesday,Sunny,Lajpat Nagar
R011,DL8419,07:46,08:00,14.0,18.3,Saturday,Cloudy,Rajouri Garden
R026,DL1252,18:00,18:02,2.4,5.7,Sunday,Rainy,Dwarka
R008,DL3244,16:55,16:50,-5.0,20.7,Sunday,Cloudy,Dwarka
R011,DL7401,08:21,08:17,-3.7,18.9,Monday,Cloudy,Saket
R019,DL8029,15:29,15:43,14.6,19.1,Saturday,Sunny,Connaught Place
R028,DL1281,17:38,17:58,20.1,7.2,Wednesday,Sunny,Lajpat Nagar
R046,DL6012,14:54,14:53,-0.2,22.3,Tuesday,Rainy,Lajpat Nagar
R016,DL1803,14:33,14:37,4.9,29.8,Wednesday,Rainy,Connaught Place
R023,DL1450,15:05,15:00,-5.0,13.2,Sunday,Sunny,Dwarka
R031,DL9296,08:56,09:05,9.3,16.0,Sunday,Sunny,Saket
R011,DL5962,11:10,11:23,13.3,27.1,Wednesday,Cloudy,Noida Sector 18
R005,DL4898,09:23,09:24,1.7,10.1,Friday,Sunny,Dwarka
R027,DL8962,12:51,13:03,12.4,12.9,Tuesday,Sunny,Noida Sector 18
R005,DL5001,13:47,14:01,14.4,17.8,Wednesday,Sunny,Dwarka
R038,DL8392,16:48,16:49,1.1,14.9,Friday,Sunny,Lajpat Nagar
R019,DL4195,12:09,12:04,-5.0,10.0,Wednesday,Rainy,Connaught Place
R010,DL5900,14:36,14:31,-5.0,27.9,Saturday,Sunny,Connaught Place
R018,DL7758,15:41,15:49,8.1,24.0,Thursday,Sunny,Dwarka
R049,DL6755,10:24,10:29,5.0,16.6,Saturday,Cloudy,Noida Sector 18
R023,DL9683,16:18,16:18,0.6,6.5,Wednesday,Cloudy,Rohini
R008,DL4780,08:27,08:22,-5.0,8.9,Saturday,Sunny,Karol Bagh
R048,DL1588,16:47,16:44,-2.7,28.7,Friday,Cloudy,Saket
R049,DL9696,06:31,06:44,13.9,19.8,Tuesday,Sunny,Lajpat Nagar
R040,DL1592,08:05,08:25,20.4,23.0,Friday,Foggy,Rajouri Garden
R042,DL6536,07:57,08:02,5.9,19.1,Thursday,Sunny,Dwarka
R009,DL6329,07:32,07:27,-5.0,18.8,Thursday,Rainy,Dwarka
R015,DL6039,13:15,13:22,7.2,5.5,Saturday,Sunny,Lajpat Nagar
R041,DL3948,07:11,07:16,5.9,23.1,Sunday,Rainy,Rohini
R027,DL6646,12:37,12:37,0.8,18.5,Sunday,Sunny,Connaught Place
R048,DL7799,08:49,08:46,-2.4,29.2,Saturday,Cloudy,Karol Bagh
R035,DL8669,10:45,10:49,4.7,18.8,Monday,Rainy,Dwarka
R013,DL9475,11:53,12:04,11.3,26.0,Friday,Cloudy,Noida Sector 18
R040,DL1240,15:07,15:09,2.2,9.8,Sunday,Sunny,Noida Sector 18
R012,DL9784,15:49,15:49,0.0,20.4,Saturday,Sunny,Rohini
R033,DL6310,17:26,17:29,4.0,13.7,Friday,Sunny,Connaught Place
R045,DL5540,16:06,16:14,8.1,11.6,Sunday,Foggy,Rohini
R049,DL7011,15:54,16:00,6.3,11.7,Friday,Rainy,Noida Sector 18
R017,DL7925,09:17,09:22,5.6,25.3,Tuesday,Rainy,Noida Sector 18
R018,DL9413,16:40,16:38,-1.7,6.8,Saturday,Sunny,Connaught Place
R016,DL7546,08:25,08:37,12.1,28.4,Wednesday,Rainy,Noida Sector 18
R023,DL8050,10:53,11:09,16.9,25.6,Tuesday,Cloudy,Lajpat Nagar
R011,DL8249,17:32,17:37,5.3,21.2,Sunday,Rainy,Lajpat Nagar
R023,DL3817,06:21,06:34,13.1,7.9,Tuesday,Sunny,Noida Sector 18
R010,DL7553,06:22,06:29,7.5,18.2,Tuesday,Rainy,Rajouri Garden
R012,DL7117,10:04,09:59,-5.0,17.1,Friday,Sunny,Rajouri Garden
R044,DL7915,08:34,08:45,11.5,20.6,Thursday,Cloudy,Lajpat Nagar
R043,DL4221,08:29,08:33,4.9,14.6,Thursday,Cloudy,Connaught Place
R037,DL8401,15:28,15:40,12.5,15.6,Friday,Sunny,Connaught Place
R036,DL8509,14:42,15:02,20.5,12.5,Thursday,Cloudy,Saket
R043,DL5720,10:24,10:25,1.7,15.3,Saturday,Rainy,Karol Bagh
R017,DL5139,11:36,11:31,-4.4,5.6,Sunday,Sunny,Saket
R028,DL5551,17:34,17:32,-1.5,10.5,Saturday,Rainy,Rajouri Garden
R001,DL6178,13:12,13:23,11.1,7.0,Saturday,Rainy,Lajpat Nagar
R009,DL8980,13:15,13:25,10.9,16.9,Thursday,Cloudy,Connaught Place
R001,DL5608,14:00,14:11,11.7,27.9,Tuesday,Cloudy,Karol Bagh
R050,DL4978,08:50,08:51,1.6,26.4,Friday,Sunny,Noida Sector 18
R033,DL7681,12:40,12:46,6.4,24.6,Saturday,Cloudy,Lajpat Nagar
R008,DL9403,14:35,14:40,5.4,26.1,Wednesday,Cloudy,Rohini
R011,DL5295,15:52,16:11,19.3,10.8,Wednesday,Sunny,Noida Sector 18
R050,DL3141,16:34,16:34,0.6,26.1,Wednesday,Sunny,Connaught Place
R039,DL8100,12:33,12:32,-0.6,10.3,Friday,Rainy,Karol Bagh
R001,DL4375,11:05,11:05,0.8,24.8,Wednesday,Cloudy,Saket
